borough,neighborhood,sqft,bedrooms,bathrooms,floor,age,has_garage,has_elevator,has_doorman,subway_dist,price
Brooklyn,Williamsburg,1124,2,1,39,12,0,1,1,1.7,1385214
Queens,Forest Hills,2680,1,2,47,28,0,0,1,2.29,2203989
Manhattan,Financial District,1817,4,2,8,37,0,1,1,1.38,2312550
Bronx,Norwood,1924,5,3,30,76,1,0,0,0.79,1643416
Bronx,Fordham,650,0,3,42,89,0,1,0,0.41,868673
Manhattan,Upper East Side,1944,0,2,18,83,0,0,1,0.81,2308008
Manhattan,Midtown,478,2,2,4,4,1,0,1,0.95,1468839
Manhattan,Harlem,1297,2,1,47,19,1,0,0,1.8,2032018
Brooklyn,Williamsburg,3368,3,2,43,77,0,0,0,0.53,1590628
Brooklyn,Williamsburg,1180,4,3,22,13,1,0,1,0.35,1422172
Brooklyn,Park Slope,625,5,1,3,7,1,0,0,1.03,1227644
Staten Island,Great Kills,1474,2,4,15,47,1,1,0,1.2,1117767
Bronx,Mott Haven,1609,3,3,35,12,1,0,0,1.61,1347075
Bronx,Mott Haven,1457,4,3,47,23,0,0,1,1.8,1442774
Queens,Forest Hills,1202,5,1,38,78,1,1,1,2.23,1068615
Brooklyn,Bay Ridge,1141,0,4,33,64,0,1,1,0.79,1505150
Staten Island,St. George,2578,3,3,14,85,0,0,1,1.37,1470593
Staten Island,Tottenville,3470,4,2,48,33,0,1,1,0.98,2787797
Bronx,Riverdale,3079,3,3,1,50,1,1,0,0.1,1596511
Brooklyn,DUMBO,3285,2,1,49,2,1,0,0,1.49,2437833
Queens,Astoria,3206,1,1,26,89,0,0,0,2.06,1721640
Brooklyn,Park Slope,1103,0,1,8,77,0,1,1,0.19,1243382
Manhattan,SoHo,2944,2,3,16,57,1,1,0,0.11,2064779
Brooklyn,Park Slope,1826,2,4,38,71,1,1,1,1.85,1428668
Manhattan,Midtown,2770,4,2,10,54,0,1,1,1.74,1845506
Manhattan,SoHo,1014,3,1,42,79,1,1,1,1.07,1666290
Queens,Flushing,728,0,4,37,41,1,1,1,1.69,1137408
Bronx,Norwood,1795,2,2,26,20,0,0,1,2.39,999405
Brooklyn,Williamsburg,1883,4,1,28,9,1,1,1,0.69,1708212
Manhattan,Midtown,532,0,2,12,56,1,0,0,0.69,1433329
Brooklyn,Bay Ridge,1234,3,2,20,24,0,0,1,0.55,1267746
Bronx,South Bronx,3098,2,4,49,55,1,1,0,1.84,1575084
Bronx,Pelham Bay,520,5,2,14,37,0,0,1,0.95,657856
Staten Island,Stapleton,3053,2,1,46,85,1,1,0,2.47,1578691
Bronx,Riverdale,1875,2,4,35,60,0,0,1,1.82,1023895
Queens,Jamaica,1364,0,3,29,46,1,1,1,0.98,1190287
Manhattan,Harlem,528,0,3,12,53,0,0,0,0.46,1326816
Staten Island,Great Kills,1998,0,4,18,45,1,1,1,1.52,1652461
Queens,Long Island City,2476,0,3,44,67,1,0,1,0.81,2036514
Brooklyn,DUMBO,3169,4,2,2,3,1,1,0,2.27,2483833
Manhattan,SoHo,1947,1,1,2,93,0,0,0,1.16,2023212
Bronx,Mott Haven,732,4,2,17,65,1,0,1,0.8,777302
Manhattan,Midtown,1553,2,4,10,92,0,0,0,1.51,1753604
Brooklyn,Bay Ridge,1716,4,1,18,42,1,1,0,0.43,1335771
Staten Island,Stapleton,1596,3,4,22,61,1,1,1,1.45,1215219
Staten Island,Tottenville,3391,5,4,19,99,1,1,0,0.23,2562665
Staten Island,St. George,3495,0,4,1,84,1,1,1,1.56,1545772
Bronx,Riverdale,1829,3,2,24,84,1,1,0,1.37,1079574
Queens,Flushing,755,5,1,36,84,1,0,1,1.35,1156668
Queens,Jackson Heights,538,3,1,25,3,0,1,1,1.74,986746
Manhattan,Harlem,1926,2,1,36,64,0,1,1,0.21,1872632
Bronx,South Bronx,1597,0,2,31,61,1,0,0,1.2,938541
Staten Island,St. George,428,3,3,31,89,1,1,1,1.17,809171
Staten Island,Great Kills,1330,2,2,2,1,1,1,0,1.2,942897
Brooklyn,Park Slope,2943,0,2,19,8,1,1,1,2.45,2173678
Brooklyn,Flatbush,1413,1,4,12,56,1,1,1,0.43,1671497
Staten Island,New Dorp,3102,2,1,10,44,0,1,1,1.76,2269858
Staten Island,Great Kills,1227,4,1,31,17,1,1,0,1.06,987602
Bronx,Riverdale,750,0,3,45,47,1,0,1,1.33,792940
Queens,Jackson Heights,3001,3,3,22,41,0,1,1,1.93,1610590
Brooklyn,Williamsburg,2424,5,4,23,40,0,1,0,0.48,2008616
Queens,Forest Hills,698,3,1,23,74,0,1,1,1.93,929491
Bronx,South Bronx,2143,4,3,15,88,1,0,1,0.27,1769684
Staten Island,Stapleton,2265,4,3,26,89,1,0,0,1.26,1464993
Queens,Forest Hills,1615,3,1,3,57,1,0,0,1.88,1151518
Staten Island,Tottenville,2095,5,2,23,99,1,0,0,0.56,1373868
Staten Island,New Dorp,2511,0,3,20,41,1,1,1,1.95,1177399
Manhattan,Financial District,1154,2,1,45,34,0,0,0,0.5,1839555
Queens,Jackson Heights,1169,4,3,40,37,1,1,1,2.02,1209782
Queens,Flushing,1638,4,4,39,66,1,1,1,1.23,1666658
Staten Island,Stapleton,1233,4,3,8,40,1,1,0,1.74,1123748
Bronx,South Bronx,2613,5,1,18,98,0,0,0,2.3,1342259
Manhattan,Harlem,2306,1,3,41,49,1,1,1,1.08,2314804
Staten Island,Great Kills,1964,5,4,6,85,1,0,0,0.66,1049092
Brooklyn,Bay Ridge,1618,0,4,27,71,1,1,0,2.18,1174495
Brooklyn,Bushwick,905,0,3,36,78,1,0,1,0.49,1333450
Manhattan,Financial District,1757,0,3,15,44,0,0,0,1.62,2142033
Bronx,Mott Haven,3240,0,4,37,70,0,1,0,2.32,1153339
Staten Island,Annadale,3280,0,4,5,18,0,1,0,1.72,2197970
Queens,Jamaica,1860,3,2,39,16,1,1,1,0.57,1546640
Manhattan,Midtown,3305,4,2,9,64,0,0,0,0.47,2504057
Bronx,Mott Haven,1816,5,4,7,92,0,0,0,0.71,1270175
Queens,Astoria,3253,3,3,41,76,1,0,1,1.04,1727563
Brooklyn,Bushwick,1572,5,1,20,55,1,1,1,0.48,1244791
Brooklyn,DUMBO,1160,1,3,10,92,0,0,1,2.01,1038975
Queens,Long Island City,1232,2,3,26,40,0,1,1,0.96,1068562
Manhattan,Upper East Side,1828,4,2,4,41,0,0,0,2.35,1593153
Brooklyn,Bushwick,682,1,2,38,5,0,0,1,2.12,1246894
Staten Island,Tottenville,778,3,2,24,68,1,0,1,2.28,955878
Queens,Jackson Heights,597,2,4,14,97,1,1,0,0.81,920050
Queens,Long Island City,3462,1,4,41,74,0,1,1,1.48,1806208
Brooklyn,Bushwick,3471,5,3,1,72,0,1,1,0.87,1873298
Manhattan,Chelsea,955,2,3,17,39,0,0,0,0.72,1553604
Staten Island,Annadale,755,5,1,45,40,1,0,1,1.56,1045595
Manhattan,SoHo,1963,1,3,24,8,1,0,1,2.06,1944343
Bronx,Riverdale,1440,3,3,27,7,1,0,0,0.32,1385237
Bronx,Mott Haven,3086,5,2,7,43,0,1,0,0.76,1617532
Brooklyn,Bushwick,778,2,2,9,57,1,0,0,0.59,1244026
Brooklyn,Bushwick,1079,1,2,43,66,0,0,0,2.02,1164117
Brooklyn,DUMBO,2953,5,2,35,12,0,1,0,2.34,1705104
Bronx,Mott Haven,2179,3,2,12,18,1,1,0,0.29,1447405
Manhattan,Chelsea,1298,4,1,21,97,0,1,0,1.01,1983060
Manhattan,Harlem,475,3,1,3,95,1,0,0,2.29,1341754
Brooklyn,Bushwick,630,3,1,15,48,1,1,0,0.93,1034612
Staten Island,Annadale,2139,4,2,21,79,0,0,0,1.81,1037426
Manhattan,Financial District,1361,3,4,10,99,0,1,0,0.34,1785606
Bronx,South Bronx,2749,4,2,33,81,1,0,0,1.17,1840704
Queens,Long Island City,3173,4,2,46,77,1,0,1,1.31,2501046
Queens,Flushing,2662,5,1,6,29,1,0,0,1.92,1882146
Queens,Long Island City,2516,5,2,2,65,1,0,0,0.79,1185274
Staten Island,New Dorp,792,4,1,29,76,1,0,0,0.73,781238
Brooklyn,Flatbush,1508,1,2,40,90,1,0,0,0.83,1488887
Bronx,Pelham Bay,666,2,3,33,58,1,1,0,1.43,881422
Staten Island,New Dorp,1492,1,4,4,52,0,0,1,2.2,1318306
Bronx,Pelham Bay,1010,4,4,4,51,1,0,1,2.09,810228
Bronx,Fordham,1770,2,1,29,80,0,0,1,0.24,1471248
Brooklyn,Bay Ridge,1408,5,3,37,30,0,0,1,2.21,1815264
Queens,Forest Hills,1361,2,4,20,14,1,1,0,0.33,1354582
Brooklyn,Park Slope,3175,4,1,41,19,1,0,1,1.1,2667071
Staten Island,Annadale,1072,5,2,23,4,1,0,1,1.94,1029378
Staten Island,Stapleton,2870,2,2,45,6,1,1,0,0.3,2078263
Staten Island,New Dorp,2100,2,3,18,17,1,0,1,0.2,1891551
Brooklyn,Bay Ridge,2562,1,4,49,55,0,1,1,0.89,1605407
Bronx,Pelham Bay,2667,2,2,25,74,0,0,0,1.85,1808524
Bronx,Norwood,430,4,1,1,95,1,0,0,1.35,510365
Manhattan,Chelsea,1766,0,2,15,90,1,1,1,1.1,2146067
Staten Island,Great Kills,1800,0,2,34,89,1,1,0,2.05,1373385
Bronx,Riverdale,1553,0,4,48,44,1,1,1,1.94,1460335
Manhattan,Chelsea,1016,4,4,20,27,0,0,0,1.99,1909868
Bronx,South Bronx,938,0,1,37,49,0,1,1,1.2,798010
Staten Island,Annadale,3186,1,3,27,1,0,1,1,0.15,1339992
Queens,Jackson Heights,3473,4,3,22,83,1,0,1,0.51,2364491
Staten Island,New Dorp,1270,5,2,5,67,1,0,0,1.88,962349
Brooklyn,Bushwick,500,4,1,34,76,1,0,0,1.91,1223779
Bronx,Norwood,1812,4,3,39,23,0,1,1,2.43,982127
Bronx,Pelham Bay,3139,2,3,3,47,0,0,0,0.56,2180159
Brooklyn,Bushwick,1340,2,2,17,44,0,1,0,0.4,1287468
Brooklyn,Bushwick,740,2,1,24,92,1,1,1,0.43,1239109
Queens,Astoria,3308,3,3,24,57,0,1,0,0.54,2368169
Bronx,South Bronx,1443,1,4,3,35,1,1,0,1.37,785362
Bronx,South Bronx,437,4,4,45,1,0,0,1,2.44,769163
Queens,Jackson Heights,1059,4,2,7,17,1,0,1,1.51,1269645
Manhattan,SoHo,2433,2,2,25,48,1,1,0,1.35,2532553
Queens,Forest Hills,1960,4,2,3,7,1,1,0,1.72,1418464
Staten Island,St. George,2056,5,2,15,57,1,0,0,0.28,1775416
Bronx,Pelham Bay,3375,4,3,29,14,0,0,1,2.06,1669243
Brooklyn,Williamsburg,1449,0,1,29,16,0,1,0,1.65,1269578
Staten Island,Tottenville,853,5,2,10,22,0,1,0,0.51,952415
Bronx,Riverdale,2104,5,2,32,65,1,1,0,1.61,1121273
Queens,Flushing,1746,4,3,23,69,0,1,0,1.53,1268186
Staten Island,New Dorp,3184,3,2,39,92,1,1,0,0.26,2207307
Bronx,Pelham Bay,1218,2,2,9,26,0,0,0,0.74,894896
Manhattan,SoHo,1172,1,1,37,36,0,1,1,1.04,1702449
Manhattan,Harlem,412,1,4,40,48,1,0,1,0.69,1477380
Brooklyn,DUMBO,3362,0,2,14,63,1,1,1,0.68,2249558
Bronx,Norwood,1320,1,3,4,33,1,0,0,1.48,993815
Manhattan,Upper East Side,1224,1,1,20,17,0,1,0,1.23,1898777
Queens,Forest Hills,2818,2,3,28,63,1,0,1,1.7,1477985
Bronx,Mott Haven,1714,2,1,14,73,0,0,1,2.4,1284430
Queens,Forest Hills,2779,3,1,44,43,0,1,1,1.69,2213378
Queens,Flushing,2708,0,2,34,16,0,1,1,1.5,2035478
Manhattan,Chelsea,2417,1,2,13,58,1,0,1,2.13,2220804
Bronx,Riverdale,1628,3,2,31,12,0,0,0,1.62,1040812
Staten Island,St. George,1096,0,4,33,51,1,0,0,0.5,1073172
Manhattan,Upper East Side,3134,5,4,39,59,1,1,0,0.86,2908739
Manhattan,Financial District,1349,1,3,28,41,0,0,0,1.86,1778249
Bronx,South Bronx,2834,1,2,25,90,0,1,0,1.87,1294268
Bronx,Riverdale,3268,2,4,32,63,0,1,1,2.47,1909472
Queens,Jackson Heights,2915,4,2,9,65,0,1,1,1.6,2148180
Bronx,South Bronx,1838,0,4,28,33,1,1,0,2.26,809260
Queens,Astoria,468,1,4,31,94,1,1,1,0.23,892382
Manhattan,Chelsea,2181,0,1,17,86,1,1,0,1.46,1648226
Brooklyn,DUMBO,2647,3,2,23,70,1,0,0,2.31,1960228
Staten Island,Great Kills,2663,3,2,13,63,1,0,1,0.79,1652486
Manhattan,Chelsea,2369,4,4,10,32,1,1,0,0.47,1967376
Bronx,Riverdale,611,1,2,16,11,1,0,0,0.94,825188
Staten Island,Great Kills,907,2,4,6,75,1,0,0,2.0,714903
Brooklyn,Bushwick,2463,1,2,48,18,1,1,1,0.3,1472518
Brooklyn,Park Slope,1921,0,1,11,8,0,0,1,1.54,1707259
Queens,Flushing,3331,5,2,3,73,0,1,0,0.43,2325090
Staten Island,Stapleton,731,3,1,28,16,1,1,0,1.15,1094577
Queens,Forest Hills,3164,0,3,41,49,1,1,1,2.42,1924748
Manhattan,Midtown,950,4,2,15,38,0,1,1,0.57,1635969
Staten Island,Annadale,2024,3,2,13,40,0,0,1,0.18,1045080
Manhattan,Chelsea,1341,2,2,42,9,0,0,1,1.13,2001520
Queens,Jamaica,2703,3,1,45,11,1,1,0,1.49,1984294
Staten Island,St. George,3439,5,2,17,78,0,0,0,0.81,2708620
Queens,Jamaica,1127,1,2,7,94,0,1,0,1.4,1107019
Staten Island,New Dorp,1279,5,4,28,14,0,1,1,2.39,1515080
Queens,Forest Hills,3262,5,3,38,27,0,0,1,0.85,2764969
Brooklyn,Park Slope,1048,1,1,13,3,0,0,0,0.84,1290827
Queens,Flushing,1399,3,4,17,35,1,1,1,1.26,1152678
Brooklyn,Bushwick,1921,4,1,15,64,0,0,0,1.34,1246219
Queens,Astoria,2918,1,4,36,97,1,1,1,0.1,1712305
Staten Island,St. George,3137,1,3,28,46,0,1,0,1.58,1828860
Staten Island,Great Kills,2012,2,4,15,80,0,0,0,2.49,1019804
Staten Island,Tottenville,3147,3,1,46,38,0,1,0,0.8,1566311
Bronx,Fordham,2954,1,2,11,37,0,0,0,1.61,1365598
Manhattan,Financial District,3439,4,2,31,43,0,1,1,0.11,1987847
Staten Island,New Dorp,1409,0,3,4,50,1,1,0,1.55,967444
Brooklyn,Park Slope,1950,3,1,35,96,1,1,0,1.17,1351142
Staten Island,Stapleton,1203,2,1,34,84,1,1,0,1.37,946246
Bronx,Riverdale,3278,5,1,27,25,1,1,0,1.41,1482200
Brooklyn,Bushwick,613,1,3,10,35,1,0,1,0.52,1142407
Bronx,Pelham Bay,568,4,2,30,68,1,1,0,1.95,719385
Brooklyn,Flatbush,1377,3,4,45,96,1,0,0,1.43,1496896
Queens,Flushing,1728,4,3,20,0,0,0,1,0.75,1553104
Manhattan,Harlem,545,4,4,29,52,1,0,0,2.35,1464454
Manhattan,Upper East Side,2198,5,2,29,5,0,1,0,0.13,2372383
Bronx,South Bronx,915,2,3,23,36,0,0,0,1.84,819924
Manhattan,Harlem,852,3,2,21,1,1,0,0,1.01,1576640
Bronx,Mott Haven,459,1,4,48,68,0,0,1,1.35,680116
Bronx,South Bronx,927,2,1,43,89,0,1,1,0.8,952577
Bronx,Pelham Bay,1423,1,1,10,40,1,1,1,0.87,1242460
Manhattan,Harlem,2921,0,4,41,50,0,1,1,0.14,2586030
Bronx,Riverdale,1964,4,1,12,46,1,1,1,1.85,1280270
Manhattan,Harlem,3204,0,4,30,12,0,0,1,1.81,2541369
Bronx,Fordham,3229,4,3,33,75,1,1,0,1.67,1949223
Staten Island,Annadale,1502,5,3,18,68,0,0,0,2.21,1322999
Bronx,Riverdale,832,2,3,14,65,1,1,0,2.26,746754
Brooklyn,Williamsburg,1576,1,1,22,58,0,0,0,1.44,1636174
Bronx,Riverdale,800,5,2,21,67,1,1,1,1.74,830890
Queens,Forest Hills,2504,1,1,1,58,0,1,0,0.13,1641314
Bronx,Norwood,3450,2,1,49,90,0,1,0,2.13,2493369
Brooklyn,Bay Ridge,2633,3,2,43,9,1,1,1,2.06,2366153
Brooklyn,Bushwick,2845,0,2,15,12,0,0,0,0.15,2177860
Manhattan,SoHo,1004,0,2,36,1,1,1,0,1.4,1621411
Staten Island,Tottenville,3235,1,2,47,89,0,1,1,2.28,1448724
Bronx,Fordham,2605,1,1,22,14,0,1,0,0.54,1087712
Manhattan,Chelsea,2210,1,4,32,45,1,0,0,0.95,2428336
Staten Island,Stapleton,1863,2,3,46,56,0,1,1,0.89,1288972
Bronx,Pelham Bay,3036,3,4,33,9,1,1,0,0.95,1904149
Queens,Flushing,2913,0,1,41,21,0,0,0,0.2,1829484
Bronx,Fordham,2893,5,2,39,88,0,0,0,0.77,1658433
Brooklyn,DUMBO,2173,4,3,23,78,0,0,0,0.81,1707899
Brooklyn,Williamsburg,3248,2,3,43,76,0,1,0,2.18,2691214
Queens,Jackson Heights,1953,0,4,2,7,1,0,1,0.95,1083360
Manhattan,Upper East Side,1496,3,1,2,20,1,1,0,1.17,2065896
Staten Island,New Dorp,1328,2,1,38,84,0,0,0,1.01,964375
Bronx,Norwood,2351,5,1,29,21,0,1,0,0.39,1798490
Brooklyn,DUMBO,2373,0,3,46,96,1,0,1,2.48,2297819
Manhattan,SoHo,2464,2,4,3,44,0,0,1,2.08,1980913
Queens,Astoria,1954,0,3,39,90,1,0,1,1.4,1046949
Brooklyn,Bushwick,3178,0,3,7,39,0,1,0,1.24,1700428
Queens,Flushing,725,3,2,36,21,0,0,0,1.66,847811
Bronx,South Bronx,1394,4,4,29,29,1,1,0,0.88,1359508
Staten Island,Great Kills,1012,3,2,37,61,0,0,0,0.22,825693
Brooklyn,Williamsburg,2993,0,1,49,72,1,0,0,1.07,1519573
Brooklyn,Park Slope,995,2,3,36,44,1,0,1,2.46,1310493
Bronx,Riverdale,1320,5,4,23,34,1,1,0,0.54,1194803
Manhattan,Midtown,1241,3,1,45,81,1,1,0,1.37,1679650
Staten Island,Stapleton,1625,4,4,16,41,1,1,1,0.12,1347858
Brooklyn,Bushwick,743,0,3,48,4,1,0,1,0.39,1281377
Staten Island,St. George,2276,5,4,31,26,0,1,1,1.51,1132747
Brooklyn,Bushwick,1258,3,1,34,69,1,1,1,0.81,1415449
Staten Island,Stapleton,1823,3,2,1,61,1,0,1,2.27,1440477
Queens,Astoria,844,3,3,18,31,0,0,0,1.07,982714
Brooklyn,Park Slope,2188,3,2,40,7,1,1,0,0.6,2119188
Staten Island,St. George,621,5,3,43,84,0,1,0,1.41,1071638
Manhattan,Upper East Side,991,2,1,15,17,1,0,0,2.01,1754772
Queens,Forest Hills,1430,4,3,48,77,1,1,0,0.15,1287292
Queens,Forest Hills,1695,4,2,49,14,1,0,1,1.31,1804979
Manhattan,Upper East Side,1417,0,3,17,25,0,0,0,1.96,1874396
Staten Island,St. George,2463,1,1,44,52,0,1,0,0.35,1749117
Bronx,South Bronx,1847,2,3,10,43,1,1,1,2.27,1193789
Manhattan,Financial District,2445,0,2,20,31,1,0,1,0.73,1905818
Staten Island,Tottenville,923,0,1,6,27,0,1,0,0.51,715000
Manhattan,SoHo,3250,3,2,8,38,0,0,0,1.51,2165249
Manhattan,Harlem,2468,1,3,45,31,0,1,1,0.52,2252836
Brooklyn,Park Slope,2675,1,4,34,76,1,0,0,1.73,1734219
Staten Island,St. George,3455,2,2,32,78,0,1,1,1.28,2522241
Bronx,Norwood,2208,1,3,42,17,0,1,0,0.36,1864892
Brooklyn,Park Slope,1711,0,4,4,69,0,0,1,2.29,1623862
Manhattan,Chelsea,3256,1,4,44,10,0,1,1,1.72,3351661
Manhattan,Financial District,1706,1,1,39,31,0,0,1,1.41,2379458
Manhattan,Chelsea,2851,4,4,20,19,0,1,0,1.0,3008299
Staten Island,Tottenville,1489,0,2,24,96,0,1,1,0.42,748004
Staten Island,Tottenville,2072,5,2,24,39,1,1,1,1.8,1353871
Brooklyn,DUMBO,836,1,4,26,7,0,1,0,2.05,1188587
Bronx,Mott Haven,1228,1,3,25,34,1,0,0,0.4,808163
Brooklyn,Park Slope,3381,3,2,36,68,1,0,0,1.29,2609349
Queens,Jackson Heights,658,1,2,7,98,0,1,1,1.26,815739
Manhattan,SoHo,2403,1,1,10,77,1,0,1,0.94,1993362
Manhattan,Chelsea,2389,4,3,47,20,1,0,1,1.99,1994538
Manhattan,Upper East Side,502,0,4,12,23,0,1,0,0.34,1434759
Brooklyn,Bay Ridge,1392,2,3,1,16,1,0,0,0.59,1417697
Brooklyn,Park Slope,1168,0,1,25,17,0,0,1,0.1,1383704
Manhattan,Upper East Side,1524,3,1,16,97,0,1,0,1.0,1699961
Brooklyn,Bushwick,1621,0,3,5,11,0,1,0,0.8,1476112
Staten Island,Annadale,3260,1,1,19,15,0,1,1,2.18,2125820
Staten Island,Annadale,2673,3,1,4,3,0,1,1,1.89,1907724
Brooklyn,Bushwick,3390,0,1,6,88,0,0,0,0.3,1582943
Manhattan,Chelsea,2910,3,3,26,33,0,1,1,1.88,1912441
Brooklyn,Bushwick,636,2,1,49,91,1,0,0,1.72,1037559
Brooklyn,Bay Ridge,3497,0,4,39,45,0,0,0,0.78,2605945
Brooklyn,Bay Ridge,1544,5,4,39,74,1,1,1,0.14,1483178
Queens,Long Island City,2953,1,2,9,76,0,0,1,0.38,1244918
Staten Island,Tottenville,3261,3,4,45,30,0,0,0,0.7,1432664
Bronx,Fordham,1166,5,2,14,24,0,0,0,2.06,1096843
Bronx,Fordham,3081,5,3,48,73,1,1,1,1.22,1686087
Queens,Long Island City,1390,4,1,9,23,1,0,0,2.3,1207843
Brooklyn,Bushwick,3065,3,4,15,64,1,1,0,1.99,2155532
Queens,Forest Hills,2159,5,2,37,24,1,1,0,0.79,1342720
Queens,Flushing,2720,4,3,20,27,1,0,0,2.13,1756368
Manhattan,SoHo,2679,5,2,8,35,1,0,0,0.38,2269866
Staten Island,Great Kills,3215,1,1,32,81,0,1,1,0.19,1592349
Bronx,Mott Haven,895,2,4,47,5,0,1,0,1.56,1098116
Brooklyn,Flatbush,1447,4,3,21,65,1,1,0,0.92,1498626
Bronx,South Bronx,2126,2,2,41,66,1,1,1,0.89,1583149
Bronx,Mott Haven,2949,3,3,19,71,1,1,1,1.75,1382721
Staten Island,Tottenville,2472,1,2,29,94,1,0,1,2.14,1306864
Bronx,Mott Haven,2735,4,2,31,47,1,1,0,0.87,1363304
Bronx,South Bronx,737,3,1,6,82,0,0,0,0.88,813285
Queens,Jackson Heights,2337,5,1,4,69,0,1,1,1.38,1494031
Staten Island,Annadale,2217,0,2,43,77,0,0,1,1.67,1334069
Manhattan,SoHo,536,3,4,29,66,0,1,1,0.59,1640422
Brooklyn,Bushwick,2955,2,3,42,47,0,0,1,2.29,2674850
Bronx,Fordham,2674,1,3,3,64,0,0,1,1.67,1076829
Brooklyn,DUMBO,719,1,1,1,43,0,1,0,1.6,974105
Manhattan,SoHo,2263,3,4,44,93,0,0,1,2.27,1953245
Brooklyn,DUMBO,1315,5,2,15,62,1,1,0,2.28,1577459
Manhattan,SoHo,1605,0,1,47,45,1,1,0,0.43,1693439
Queens,Forest Hills,2297,2,2,21,18,0,0,1,0.45,1773270
Bronx,Fordham,2533,3,2,46,63,0,0,1,1.93,1727539
Manhattan,Midtown,1325,3,1,31,82,0,1,1,2.4,1680529
Brooklyn,Bay Ridge,2500,1,4,7,72,1,1,1,1.7,1285523
Bronx,Pelham Bay,3307,2,3,17,70,1,1,1,1.09,1642451
Queens,Flushing,3314,0,1,19,49,0,0,0,1.74,1481652
Bronx,Mott Haven,1658,1,4,39,62,1,0,1,0.65,1010381
Manhattan,Chelsea,2382,3,2,3,40,0,1,1,2.5,2224782
Queens,Jamaica,832,1,1,30,6,0,0,0,1.13,1119181
Brooklyn,Bushwick,1398,1,3,35,8,0,0,1,2.34,1208464
Queens,Jamaica,2547,4,3,29,3,0,0,1,1.13,1901077
Queens,Jackson Heights,1389,1,2,14,88,0,1,1,2.33,849348
Staten Island,Great Kills,998,5,1,35,48,1,1,0,0.91,1089972
Queens,Astoria,2850,1,3,28,75,0,0,1,1.93,1979595
Queens,Long Island City,795,5,1,30,5,0,0,1,2.38,1178412
Bronx,South Bronx,814,2,3,26,81,0,1,1,1.65,683758
Brooklyn,Williamsburg,1338,1,2,7,20,0,0,1,1.73,1364708
Bronx,Pelham Bay,2036,0,2,39,14,1,1,0,0.35,1701716
Bronx,South Bronx,3124,5,1,31,66,0,1,1,1.24,1245954
Manhattan,SoHo,2910,5,4,5,65,0,1,0,2.23,2407660
Bronx,Norwood,940,3,4,35,55,1,1,1,0.68,1110345
Staten Island,Annadale,2049,2,2,47,67,0,1,1,1.99,1316085
Staten Island,New Dorp,2345,1,3,14,31,0,1,1,1.72,1304622
Manhattan,Harlem,483,0,4,36,65,0,1,0,0.64,1472471
Brooklyn,Bushwick,670,3,2,27,28,0,0,1,0.78,1009989
Brooklyn,Flatbush,2691,2,3,24,65,1,1,1,1.13,1804949
Bronx,Mott Haven,787,5,3,40,33,0,0,0,0.4,891837
Bronx,Fordham,613,0,4,29,26,0,0,1,2.29,559215
Bronx,Mott Haven,3265,1,2,45,59,1,0,1,1.87,1407311
Brooklyn,Bay Ridge,458,4,3,22,38,0,1,1,0.98,1081232
Queens,Astoria,2025,4,3,8,43,0,0,1,0.82,1252966
Staten Island,Annadale,3330,2,1,15,81,1,1,0,1.75,1899780
Queens,Flushing,1242,0,1,49,35,0,1,0,1.12,1110338
Queens,Long Island City,3371,3,4,5,18,1,0,0,0.65,1387154
Brooklyn,DUMBO,1927,0,1,4,90,0,0,1,1.13,1295942
Queens,Forest Hills,2129,5,2,11,44,1,0,1,2.19,1115795
Manhattan,Harlem,522,4,4,18,83,0,0,1,0.26,1548088
Bronx,Fordham,1836,2,4,42,20,0,1,1,0.98,1169900
Manhattan,Midtown,1562,1,1,49,22,1,0,0,2.41,2025409
Staten Island,Tottenville,2886,0,3,30,93,0,0,1,0.14,1428752
Bronx,Pelham Bay,3469,4,2,15,88,1,0,0,2.24,1747514
Queens,Jamaica,961,3,2,6,94,1,0,1,1.0,1179945
Staten Island,Annadale,2565,2,2,16,26,1,0,1,0.55,1682536
Bronx,South Bronx,2137,1,4,47,97,1,1,0,0.14,1731132
Queens,Long Island City,1304,0,2,40,71,0,1,1,0.27,1294430
Manhattan,SoHo,794,3,3,9,18,1,1,0,0.51,1565916
Bronx,Riverdale,2126,1,3,43,40,0,0,0,0.16,1862048
Queens,Jamaica,3323,5,1,34,25,0,0,1,0.91,2758980
Manhattan,Financial District,2116,4,2,27,27,1,1,0,0.21,2030301
Staten Island,Annadale,1334,5,4,13,63,1,1,0,1.76,1381174
Staten Island,Great Kills,1501,4,1,36,67,0,1,1,2.07,1332953
Staten Island,St. George,3399,3,3,27,94,1,1,0,2.23,2515643
Staten Island,Stapleton,1835,5,2,9,79,0,0,0,1.42,1470797
Brooklyn,DUMBO,474,4,3,5,50,1,0,1,2.37,1100415
Bronx,Fordham,694,2,1,22,73,0,0,0,0.11,474363
Bronx,Fordham,420,3,3,31,47,0,1,1,0.42,785654
Brooklyn,Park Slope,1438,4,2,3,9,1,1,0,0.8,1259875
Queens,Long Island City,1634,0,2,30,72,0,1,1,1.99,1015034
Queens,Forest Hills,959,4,1,21,38,0,0,1,2.22,1215199
Staten Island,Annadale,1509,5,2,35,99,1,0,1,1.58,760874
Manhattan,Chelsea,1572,2,3,6,99,1,1,1,1.02,1850944
Queens,Jamaica,771,1,3,28,18,1,0,1,1.7,850001
